Brand,Model,Insurance Validity,Fuel Type,Seats,Kms Driven (in kms),RTO,Ownership,Engine Displacement (in cc),Transmission,Year of Manufacture,Mileage (in kmpl),Max Power (in bhp),Torque (in nm),Wheel Size,Registration Month,Registration Year,Depreciation Rate (in %),Price (in lacs),City
Toyota,Fortuner 4x2 Manual,Third Party insurance,Diesel,7,"2,29,000",MH14,Second Owner,2982,Manual,2015,13,168.5,343,17,Jun,2015,75,14.25,Mumbai
Maruti,Wagon R CNG LXI Opt,Third Party,CNG,5,"65,000",MH14,First Owner,998,Manual,2020,32.52,58.33,78,,Mar,2020,30,5.95,Mumbai
Toyota,Urban cruiser Premium,Third Party,Petrol,5,"5,853",MH12,First Owner,1462,Manual,2022,17.03,103.26,138,16,Jun,2022,15,10.25,Mumbai
Honda,Jazz 1.2 V AT i VTEC,Third Party,Petrol,5,"55,745",MH47,Second Owner,1199,Automatic,2016,19,88.7,110,15,Jun,2016,70,5.78,Mumbai
Honda,Jazz 1.2 SV i VTEC,Comprehensive,Petrol,5,"56,929",MH12,First Owner,1199,Manual,2017,18.7,88.7,110,,Jun,2017,60,5.92,Mumbai
Maruti,Swift Dzire VXI,Third Party,Petrol,5,"52,723",MH12,First Owner,1197,Manual,2014,19.1,85.8,114,14,Jun,2014,75,4.93,Mumbai
Hyundai,Grand i10 1.2 Kappa Sportz Option AT,Third Party,Petrol,5,"60,998",MH14,Second Owner,1197,Automatic,2017,18.9,81.86,113.75,14,Jun,2017,60,5.66,Mumbai
Maruti,Alto K10 LXI,Third Party,Petrol,5,"90,156",MH14,First Owner,998,Manual,2012,20.92,67.1,90,13,Jun,2012,75,2.01,Mumbai
Hyundai,Santro Sportz BSIV,Comprehensive,Petrol,5,"30,180",MH12,First Owner,1086,Manual,2019,20.3,68,99,,Jun,2019,40,5.16,Mumbai
Volkswagen,Polo 1.2 MPI Highline,Third Party,Petrol,5,"43,960",MH06,First Owner,1199,Manual,2017,16.2,74,110,15,Jun,2017,60,6.25,Mumbai
Ford,Ecosport 1.5 Petrol Trend,Third Party,Petrol,5,"17,272",MH14,First Owner,1496,Manual,2021,15.9,120.69,149,,Jun,2021,20,8.38,Mumbai
Renault,KWID 1.0 RXT Optional AT 2016-2019,Comprehensive,Petrol,5,"59,051",MH14,First Owner,999,Automatic,2017,23.01,67,91,,Jun,2017,60,3.96,Mumbai
Maruti,Celerio VXI CNG,Third Party,CNG,5,"20,416",MH12,First Owner,998,Manual,2022,35.6 ,55.92,82.1,,Jun,2022,15,7.16,Mumbai
Maruti,Swift VXI,Comprehensive,Petrol,5,"83,322",MH06,Second Owner,1197,Manual,2011,18.6,85.8,114,14,Jun,2011,75,3.14,Mumbai
Maruti,Baleno 1.3 Sigma,Third Party,Diesel,5,"52,229",MH12,First Owner,1248,Manual,2018,27.39,74,190,,Jun,2018,50,6.81,Mumbai
Maruti,Alto 800 LXI Opt S-CNG,Comprehensive,CNG,4,"36,818",MH12,First Owner,796,Manual,2021,31.59 ,40.36,60,,Jun,2021,20,4.6,Mumbai
Maruti,Swift VXI,Third Party,Petrol,5,"12,697",MH12,First Owner,1197,Manual,2021,22.38,88.50,113,,Jun,2021,20,7.03,Mumbai
Maruti,Celerio VXI CNG Optional BSIV,Third Party,CNG,5,"28,749",MH02,First Owner,998,Manual,2019,31.79,58.33,78,,Jun,2019,40,5.44,Mumbai
Maruti,Alto 800 CNG LXI,Comprehensive,CNG,5,"64,935",MH02,First Owner,796,Manual,2014,30.46,47.3,69,,Jun,2014,75,3.21,Mumbai
Maruti,Baleno Zeta CVT,Comprehensive,Petrol,5,"7,867",MH12,First Owner,1197,Automatic,2021,19.56,81.80,113,R16,Jun,2021,20,8.65,Mumbai
Maruti,S-Presso VXI Plus 2019-2022,Comprehensive,Petrol,5,"7,621",MH12,First Owner,998,Manual,2020,21.7,65.71,89,,Jun,2020,30,4.63,Mumbai
Maruti,Celerio VXI CNG,Third Party,CNG,5,"6,872",MH14,First Owner,998,Manual,2022,35.6 ,55.92,82.1,,Jun,2022,15,7.19,Mumbai
Volkswagen,Polo 1.2 MPI Highline,Third Party,Petrol,5,"35,203",MH13,First Owner,1199,Manual,2017,16.2,74,110,15,Jun,2017,60,6.03,Mumbai
Maruti,Wagon R CNG LXI,Comprehensive,CNG,5,"36,175",MH12,First Owner,998,Manual,2021,32.52,58.33,78,,Jun,2021,20,6.35,Mumbai
Hyundai,Aura S CNG,Comprehensive,CNG,5,"42,624",MH14,First Owner,1197,Manual,2020,28 ,68.05,95.2,,Jun,2020,30,7.67,Mumbai
Hyundai,i10 Sportz,Comprehensive,Petrol,5,"56,660",MH12,Second Owner,1197,Manual,2014,20.36,78.9,111.8,13,Jun,2014,75,3.16,Mumbai
Tata,Harrier XM BSIV,Third Party,Diesel,5,"59,951",MH12,Second Owner,1956,Manual,2019,17,138.1,350,,Jun,2019,40,12.91,Mumbai
Hyundai,Grand i10 Nios Asta,Third Party,Petrol,5,"8,404",MH12,First Owner,1197,Manual,2020,20.7,81.86,113.8,15,Jun,2020,30,7.85,Mumbai
Maruti,Alto 800 LXI Opt S-CNG,Third Party,CNG,4,"21,556",MH14,First Owner,796,Manual,2021,31.59 ,40.36,60,,Jun,2021,20,4.8,Mumbai
Maruti,Celerio VXI CNG Optional BSIV,Comprehensive,CNG,5,"49,629",MH14,First Owner,998,Manual,2018,31.79,58.33,78,,Jun,2018,50,5.13,Mumbai
Hyundai,i20 Asta 1.2,Comprehensive,Petrol,5,"48,400",MH34,First Owner,1197,Manual,2015,18.6,81.83,114.7,16,Jun,2015,75,5.91,Mumbai
Honda,Jazz ZX,Third Party,Petrol,5,"6,980",MH14,First Owner,1199,Manual,2021,17.1,88.50,110,15,Jun,2021,20,9.38,Mumbai
Hyundai,Santro Sportz CNG,Comprehensive,CNG,5,"47,463",MH05,First Owner,1086,Manual,2020,30.48 ,59.17,85.3,,Jun,2020,30,5.9,Mumbai
Hyundai,Grand i10 Nios Sportz CNG,Third Party,CNG,5,"12,166",MH43,First Owner,1197,Manual,2021,,68.05,95.2,13,Jun,2021,20,7.44,Mumbai
Maruti,Baleno 1.2 Delta,Third Party,Petrol,5,"50,272",MH14,First Owner,1197,Manual,2017,21.4,83.1,115,,Jun,2017,60,5.9,Mumbai
Maruti,Wagon R VXI Optional,Third Party,Petrol,5,"49,749",MH12,First Owner,998,Manual,2015,20.51,67.04,90,,Jun,2015,75,3.71,Mumbai
Maruti,Alto 800 LXI Opt S-CNG,Comprehensive,CNG,4,"37,134",MH05,First Owner,796,Manual,2021,31.59 ,40.36,60,,Jun,2021,20,4.77,Mumbai
Maruti,Wagon R LXI CNG,Comprehensive,CNG,5,"52,214",MH46,First Owner,998,Manual,2017,26.6,58.16,77,,Jun,2017,60,4.56,Mumbai
Hyundai,Venue SX Turbo,Third Party,Petrol,5,"11,668",MH14,First Owner,998,Manual,2022,18.27,118.35,172,,Jun,2022,15,10.99,Mumbai
Maruti,Swift VXI,Third Party insurance,Petrol,5,"30,000",,First Owner,1197,Manual,2021,22.38,88.50,113,,Mar,2021,20,6.9,Mumbai
Ford,Figo Diesel ZXI,Third Party insurance,Diesel,5,"90,000",,Second Owner,1399,Manual,2013,20,68.05,160,,Mar,2013,75,1.75,Mumbai
Hyundai,Venue S,Third Party,Petrol,5,"19,199",MH12,First Owner,1197,Manual,2021,17.52,81.86,113.76,,Jun,2021,20,8.24,Mumbai
Mahindra,XUV300 W8 AMT Option Diesel Dual Tone,Comprehensive,Diesel,5,"24,064",MH12,First Owner,1497,Automatic,2021,19.7,115.05,300,16,Jun,2021,20,13.84,Mumbai
Tata,Zest Revotron 1.2T XM,Comprehensive,Petrol,5,"47,587",MH12,Second Owner,1193,Manual,2014,17.57,88.7,140,,Jun,2014,75,4.17,Mumbai
Maruti,Alto 800 LXI,Third Party,Petrol,5,"8,271",MH12,Second Owner,796,Manual,2018,24.7,47.3,69,,Jun,2018,50,3.21,Mumbai
Maruti,Alto 800 LXI,Third Party,Petrol,5,"59,972",MH14,First Owner,796,Manual,2016,22.74,47.3,69,,Jun,2016,70,2.84,Mumbai
Hyundai,EON Magna Plus,Third Party,Petrol,5,"25,428",MH46,First Owner,814,Manual,2017,21.1,55.2,74.5,,Jun,2017,60,3.41,Mumbai
Hyundai,Venue SX Plus Turbo DCT BSIV,Comprehensive,Petrol,5,"16,240",MH12,Second Owner,998,Automatic,2019,18.15,118.35,171.6,16,Jun,2019,40,10.18,Mumbai
Hyundai,i20 Sportz 1.2,Comprehensive,Petrol,5,"48,860",MH14,First Owner,1197,Manual,2016,18.6,81.83,114.7,,Jun,2016,70,5.8,Mumbai
Ford,Ecosport 1.5 Diesel Titanium,Comprehensive,Diesel,5,"13,730",MH14,First Owner,1498,Manual,2020,21.7,98.96,215,R16,Jun,2020,30,10.56,Mumbai
Maruti,Swift VXI,Third Party,Petrol,5,"29,971",MH12,First Owner,1197,Manual,2018,21.21,81.80,113,,Jun,2018,50,6.53,Mumbai
Maruti,Wagon R CNG LXI Opt,Comprehensive,CNG,5,"31,699",MH20,First Owner,998,Manual,2021,32.52,58.33,78,,Jun,2021,20,6.12,Mumbai
Maruti,Wagon R VXI BS IV,Third Party,Petrol,5,"27,479",MH12,First Owner,998,Manual,2018,20.51,67.04,90,,Jun,2018,50,4.61,Mumbai
Hyundai,Grand i10 Asta,Comprehensive,Petrol,5,"45,710",MH12,First Owner,1197,Manual,2015,18.9,82,114,14,Jun,2015,75,4.85,Mumbai
Maruti,Wagon R LXI CNG,Third Party,CNG,5,"39,492",MH14,First Owner,998,Manual,2018,26.6,58.16,77,,Jun,2018,50,4.33,Mumbai
Maruti,Celerio ZXI Plus AMT,Zero Dep,Petrol,5,"8,183",MH31,First Owner,998,Automatic,2021,26,65.71,89,15,Jun,2021,20,7.02,Mumbai
Toyota,Glanza G,Comprehensive,Petrol,5,"11,683",MH14,First Owner,1197,Manual,2019,21.01,81.80,113,R16,Jun,2019,40,7.18,Mumbai
Volkswagen,Vento 1.5 TDI Highline AT,Third Party,Diesel,5,"73,360",MH14,First Owner,1498,Automatic,2016,22.15,108.6,250,15,Jun,2016,70,7.54,Mumbai
Maruti,Alto 800 CNG LXI,Third Party,CNG,5,"42,809",MH14,First Owner,796,Manual,2014,30.46,47.3,69,,Jun,2014,75,3.33,Mumbai
Honda,Jazz 1.5 V i DTEC,Third Party,Diesel,5,"97,959",MH47,First Owner,1498,Manual,2015,27.3,98.6,200,15,Jun,2015,75,4.98,Mumbai
Maruti,Wagon R LXI CNG,Comprehensive,CNG,5,"62,263",MH14,First Owner,998,Manual,2018,26.6,58.16,77,,Jun,2018,50,4.5,Mumbai
Maruti,Celerio VXI CNG Optional BSIV,Third Party,CNG,5,"50,796",MH05,First Owner,998,Manual,2018,31.79,58.33,78,,Jun,2018,50,5.01,Mumbai
Volkswagen,Vento 1.0 TSI Highline Plus AT,Third Party,Petrol,5,"14,081",MH14,First Owner,999,Automatic,2021,16.35,108.62,175,16,Jun,2021,20,14.37,Mumbai
Honda,City i-VTEC SV,Third Party,Petrol,5,"35,121",MH16,Second Owner,1497,Manual,2018,17.4,117.6,145,15,Jun,2018,50,8.42,Mumbai
Maruti,Wagon R LXI CNG,Comprehensive,CNG,5,"36,160",MH04,First Owner,998,Manual,2014,26.6,58.16,77,,Jun,2014,75,3.67,Mumbai
Maruti,Baleno Delta,Third Party,Petrol,5,"34,403",MH01,Second Owner,1197,Manual,2019,21.01,81.80,113,,Jun,2019,40,6.22,Mumbai
Kia,Seltos HTK Plus D,Comprehensive,Diesel,5,"40,330",MH14,First Owner,1493,Manual,2019,20.8,113.43,250,16,Jun,2019,40,12.56,Mumbai
Tata,Nexon 1.5 Revotorq XZA Plus,Third Party,Diesel,5,"24,916",MH50,First Owner,1497,Automatic,2020,21.5,108.5,260,16,Jun,2020,30,12.82,Mumbai
Volkswagen,Polo 1.0 TSI Highline Plus AT,Third Party,Petrol,5,"37,306",MH11,First Owner,999,Automatic,2020,16.47,108.62,175,R16,Jun,2020,30,9.32,Mumbai
Maruti,Alto 800 LXI,Third Party,Petrol,5,"21,796",MH14,Second Owner,796,Manual,2018,24.7,47.3,69,,Jun,2018,50,3.17,Mumbai
Maruti,Ignis 1.2 AMT Alpha BSIV,Comprehensive,Petrol,5,"51,292",MH12,First Owner,1197,Automatic,2017,20.89,81.80,113,15,Jun,2017,60,6.52,Mumbai
Honda,Amaze S i-Vtech,Third Party,Petrol,5,"49,433",MH12,First Owner,1198,Manual,2015,18,86.7,109,,Jun,2015,75,4.85,Mumbai
Maruti,Baleno 1.2 CVT Alpha,Third Party,Petrol,5,"41,083",MH14,First Owner,1197,Automatic,2018,21.4,83.1,115,16,Jun,2018,50,7.44,Mumbai
Maruti,Alto K10 VXI,Third Party,Petrol,5,"45,638",MH12,First Owner,998,Manual,2015,23.95,67.05,90,,Jun,2015,75,3.08,Mumbai
Maruti,Celerio VXI,Comprehensive,Petrol,5,"72,035",MH14,First Owner,998,Manual,2014,23.1,67.04,90,,Jun,2014,75,4.21,Mumbai
Hyundai,i20 Sportz 1.2,Third Party,Petrol,5,"9,765",MH12,Second Owner,1197,Manual,2016,18.6,81.83,114.7,,Jun,2016,70,6.96,Mumbai
Maruti,Baleno 1.3 Delta,Comprehensive,Diesel,5,"68,987",MH12,First Owner,1248,Manual,2016,27.39,74,190,,Jun,2016,70,6.23,Mumbai
Maruti,Celerio ZXI AMT BSIV,Third Party,Petrol,5,"54,387",MH12,First Owner,998,Automatic,2019,23.1,67.04,90,,Jun,2019,40,5.24,Mumbai
Maruti,Swift VXI,Third Party,Petrol,5,"36,458",MH12,Second Owner,1197,Manual,2018,21.21,81.80,113,,Jun,2018,50,5.93,Mumbai
Hyundai,i20 Magna 1.2,Third Party,Petrol,5,"55,820",MH02,Second Owner,1197,Manual,2014,18.6,81.83,114.7,,Jun,2014,75,4.21,Mumbai
Hyundai,i10 Magna 1.2 iTech SE,Third Party,Petrol,5,"58,643",MH14,First Owner,1197,Manual,2011,20.36,78.9,111.7,13,Jun,2011,75,2.83,Mumbai
Maruti,Ignis 1.2 AMT Zeta BSIV,Third Party,Petrol,5,"28,176",MH14,First Owner,1197,Automatic,2018,20.89,81.80,113,15,Jun,2018,50,6.15,Mumbai
Hyundai,Grand i10 Asta Option,Third Party,Petrol,5,"38,863",MH14,First Owner,1197,Manual,2014,18.9,82,114,14,Jun,2014,75,4.55,Mumbai
Maruti,Alto 800 LXI,Third Party,Petrol,5,"35,182",MH12,First Owner,796,Manual,2018,24.7,47.3,69,,Jun,2018,50,3.32,Mumbai
Maruti,Celerio ZXI AT,Third Party,Petrol,5,"51,652",MH12,First Owner,998,Automatic,2016,23.1,67.04,90,,Jun,2016,70,4.45,Mumbai
Maruti,Swift Dzire AMT ZXI Plus,Third Party,Petrol,5,"17,601",MH12,First Owner,1197,Automatic,2020,21.21,81.80,113,15,Jun,2020,30,8.97,Mumbai
Maruti,Swift Dzire ZXI,Third Party,Petrol,5,"37,108",MH01,First Owner,1197,Manual,2015,20.85,83.14,115,15,Jun,2015,75,5.23,Mumbai
Maruti,Swift VXI,Third Party,Petrol,5,"20,494",MH08,First Owner,1197,Manual,2018,21.21,81.80,113,,Jun,2018,50,6.6,Mumbai
Volkswagen,Polo Petrol Highline 1.2L,Third Party,Petrol,5,"46,779",MH01,Second Owner,1198,Manual,2010,16.47,73.9,110,15,Jun,2010,75,3.24,Mumbai
Jeep,Compass 1.4 Limited,Third Party,Petrol,5,"46,379",MH02,First Owner,1368,Automatic,2018,16,160,250,17,Jun,2018,50,13.08,Mumbai
Hyundai,i10 Sportz,Third Party,Petrol,5,"57,670",MH08,Second Owner,1197,Manual,2013,20.36,78.9,111.8,13,Jun,2013,75,3.13,Mumbai
Honda,Jazz 1.2 V AT i VTEC,Third Party,Petrol,5,"97,248",MH46,Second Owner,1199,Automatic,2017,19,88.7,110,15,Jun,2017,60,6.54,Mumbai
Hyundai,Grand i10 Nios Sportz Dual Tone,Comprehensive,Petrol,5,"10,732",MH12,First Owner,1197,Manual,2020,20.7,81.86,113.8,15,Jun,2020,30,7.98,Mumbai
Maruti,Celerio VXI,Comprehensive,Petrol,5,"57,874",MH14,First Owner,998,Manual,2015,23.1,67.04,90,,May,2015,75,3.8,Mumbai
Hyundai,Grand i10 1.2 Kappa Magna AT,Comprehensive,Petrol,5,"77,609",MH12,Second Owner,1197,Automatic,2019,18.9,81.86,113.75,,Jun,2019,40,4.8,Mumbai
Hyundai,Santro Sportz,Comprehensive,Petrol,5,"25,774",MH12,First Owner,1086,Manual,2020,20.3,68.05,99,,Jun,2020,30,5.5,Mumbai
Honda,Amaze VX Petrol,Comprehensive,Petrol,5,"20,214",MH12,First Owner,1199,Manual,2021,18.6,88.76,110,R15,Sept,2021,20,8.0,Mumbai
Maruti,Alto K10 VXI,Third Party,Petrol,5,"26,879",MH12,First Owner,998,Manual,2019,23.95,67.05,90,,Jun,2019,40,4.08,Mumbai
Maruti,Celerio VXI,Comprehensive,Petrol,5,"25,417",MH02,First Owner,998,Manual,2014,23.1,67.04,90,,Jun,2014,75,3.83,Mumbai
Maruti,Ciaz 1.4 Sigma,Third Party,Petrol,5,"70,128",MH12,First Owner,1373,Manual,2018,20.73,91.1,130,,Jun,2018,50,6.84,Mumbai
Toyota,Glanza V CVT,Comprehensive,Petrol,5,"30,671",MH12,First Owner,1197,Automatic,2019,19.56,81.80,113,R16,Jun,2019,40,7.94,Mumbai
Maruti,Baleno 1.2 Zeta,Comprehensive,Petrol,5,"37,445",MH01,First Owner,1197,Manual,2016,21.4,83.1,115,16,Jun,2016,70,5.75,Mumbai
Hyundai,i20 Sportz 1.2,Comprehensive,Petrol,5,"41,595",MH12,Second Owner,1197,Manual,2013,18.5,82.85,113.7,14,Jun,2013,75,4.2,Mumbai
Renault,KWID 1.0 RXT AMT Opt BSIV,Third Party,Petrol,5,"27,509",MH43,First Owner,999,Automatic,2019,24.04,67,91,,Jun,2019,40,4.72,Mumbai
Tata,Harrier XZA Plus AT,Comprehensive,Diesel,5,"43,827",MH04,First Owner,1956,Automatic,2020,14.6,167.67,350,17,Jun,2020,30,20.08,Mumbai
Jeep,Compass 1.4 Limited,Third Party,Petrol,5,"23,302",MH14,Second Owner,1368,Automatic,2019,16,160,250,17,Jun,2019,40,16.09,Mumbai
Maruti,Ignis 1.2 AMT Zeta BSIV,Third Party,Petrol,5,"52,100",MH14,First Owner,1197,Automatic,2018,20.89,81.80,113,15,Jun,2018,50,5.77,Mumbai
Maruti,Wagon R CNG LXI,Third Party,CNG,5,"31,044",MH12,First Owner,998,Manual,2021,32.52,58.33,78,,Jun,2021,20,5.92,Mumbai
Maruti,Wagon R VXI BS IV,Third Party,Petrol,5,"35,780",MH46,First Owner,998,Manual,2017,20.51,67.04,90,,Jun,2017,60,4.28,Mumbai
Hyundai,Grand i10 1.2 Kappa Magna BSIV,Third Party,Petrol,5,"16,594",MH12,Second Owner,1197,Manual,2018,18.9,81.86,113.75,,Jun,2018,50,5.26,Mumbai
Maruti,Wagon R VXI BS IV,Third Party,Petrol,5,"36,593",MH31,First Owner,998,Manual,2012,18.9,67.1,90,14,Jun,2012,75,3.05,Mumbai
Hyundai,i20 Asta 1.2,Comprehensive,Petrol,5,"90,830",MH14,First Owner,1197,Manual,2014,18.6,81.83,114.7,16,Jun,2014,75,5.33,Mumbai
Hyundai,Grand i10 Asta,Comprehensive,Petrol,5,"16,459",MH14,First Owner,1197,Manual,2014,18.9,82,114,14,Jun,2014,75,4.64,Mumbai
Maruti,Alto K10 VXI,Third Party,Petrol,5,"47,859",MH10,Second Owner,998,Manual,2016,23.95,67.05,90,,Jun,2016,70,3.2,Mumbai
Hyundai,i10 Sportz 1.1L,Third Party,Petrol,5,"24,787",MH12,First Owner,1086,Manual,2014,19.81,68.05,99.04,,Jun,2014,75,3.62,Mumbai
Maruti,Wagon R VXI BS IV,Comprehensive,Petrol,5,"68,436",MH46,First Owner,998,Manual,2013,18.9,67.1,90,14,Jun,2013,75,3.02,Mumbai
Hyundai,Grand i10 Sportz,Third Party,Petrol,5,"26,200",MH14,First Owner,1197,Manual,2015,18.9,82,114,,Jun,2015,75,4.13,Mumbai
Maruti,Celerio VXI CNG BSIV,Third Party,CNG,5,"50,811",MH46,First Owner,998,Manual,2018,31.79,58.33,78,,Jun,2018,50,5.34,Mumbai
Hyundai,i20 Sportz 1.2,Third Party,Petrol,5,"42,933",MH01,Second Owner,1197,Manual,2016,18.6,81.83,114.7,,Jun,2016,70,5.78,Mumbai
Maruti,Baleno 1.2 Alpha,Comprehensive,Petrol,5,"32,065",MH14,First Owner,1197,Manual,2019,21.4,83.1,115,16,Jun,2019,40,7.49,Mumbai
Renault,Triber RXT BSIV,Third Party,Petrol,7,"31,815",MH14,First Owner,999,Manual,2019,20,72,96,,Jun,2019,40,6.64,Mumbai
Maruti,Baleno 1.2 CVT Zeta,Comprehensive,Petrol,5,"50,389",MH12,Second Owner,1197,Automatic,2017,21.4,83.1,115,16,Jun,2017,60,6.93,Mumbai
Maruti,Wagon R LXI CNG,Comprehensive,CNG,5,"86,542",MH14,First Owner,998,Manual,2013,26.2,58.2,77,13,Jun,2013,75,3.35,Mumbai
Hyundai,Grand i10 Nios Sportz CNG,Third Party,CNG,5,"44,237",MH14,First Owner,1197,Manual,2020,,68.05,95.2,13,Jun,2020,30,7.31,Mumbai
Maruti,Swift VVT VXI,Comprehensive,Petrol,5,"79,856",MH14,First Owner,1197,Manual,2014,22,81.80,113,,Jun,2014,75,4.53,Mumbai
Tata,Tiago 1.2 Revotron XT,Comprehensive,Petrol,5,"64,512",MH12,First Owner,1199,Manual,2018,23.84,84,114,,Jun,2018,50,4.91,Mumbai
Maruti,Swift Dzire AMT ZXI Plus BS IV,Third Party,Petrol,5,"25,287",MH12,First Owner,1197,Automatic,2018,22,81.80,113,15,Jun,2018,50,8.19,Mumbai
Volkswagen,Polo 1.2 MPI Comfortline,Third Party,Petrol,5,"29,706",MH09,Second Owner,1198,Manual,2015,16.47,74,110,,Jun,2015,75,4.85,Mumbai
Tata,Tigor XZA Plus AMT,Third Party,Petrol,5,"31,183",MH12,First Owner,1199,Automatic,2021,19.6,84.82,113,15,Jun,2021,20,7.88,Mumbai
Maruti,Swift Dzire ZXI,Comprehensive,Petrol,5,"24,567",MH12,Second Owner,1197,Manual,2014,19.1,85.8,114,15,Jun,2014,75,5.21,Mumbai
Hyundai,Xcent 1.2 Kappa S,Third Party,Petrol,5,"37,733",MH03,First Owner,1197,Manual,2015,19.1,82,114,,Jun,2015,75,4.91,Mumbai
Hyundai,Grand i10 Sportz,Third Party,Petrol,5,"47,259",MH12,First Owner,1197,Manual,2014,18.9,82,114,,Jun,2014,75,4.63,Mumbai
