Brand,Model,Insurance Validity,Fuel Type,Seats,Kms Driven (in kms),RTO,Ownership,Engine Displacement (in cc),Transmission,Year of Manufacture,Mileage (in kmpl),Max Power (in bhp),Torque (in nm),Wheel Size,Registration Month,Registration Year,Depreciation Rate (in %),Price (in lacs),City
Volkswagen,Vento 1.2 TSI Comfortline AT,Comprehensive,Petrol,5,"27,823",MH12,First Owner,1197,Automatic,2018,18.19,103.5,175,,Jun,2018,50,9.07,Mumbai
Maruti,Swift Dzire ZXI,Third Party,Petrol,5,"43,549",MH12,First Owner,1197,Manual,2015,20.85,83.14,115,15,Jun,2015,75,5.11,Mumbai
Maruti,Celerio VXI CNG BSIV,Third Party,CNG,5,"44,001",MH12,Second Owner,998,Manual,2018,31.79,58.33,78,,Jun,2018,50,5.32,Mumbai
Maruti,Wagon R LXI CNG,Comprehensive,CNG,5,"31,711",MH12,First Owner,998,Manual,2017,26.6,58.16,77,,Jun,2017,60,4.63,Mumbai
Maruti,Alto K10 VXI,Third Party,Petrol,5,"38,272",MH14,Second Owner,998,Manual,2015,23.95,67.05,90,,Jun,2015,75,2.5,Mumbai
Hyundai,Grand i10 Sportz,Comprehensive,Petrol,5,"50,532",MH12,First Owner,1197,Manual,2016,18.9,82,114,,Jun,2016,70,4.39,Mumbai
Renault,KWID Climber 1.0 AMT,Third Party,Petrol,5,"60,004",MH14,Second Owner,999,Automatic,2017,24.04,67,91,,Jun,2017,60,4.04,Mumbai
Hyundai,Grand i10 Sportz,Third Party,Petrol,5,"69,198",MH14,First Owner,1197,Manual,2014,18.9,82,114,,Jun,2014,75,4.06,Mumbai
Ford,Ecosport 1.5 Petrol Titanium Plus AT BSIV,Third Party,Petrol,5,"13,703",MH12,First Owner,1497,Automatic,2019,14.8,121.36,150,16,Jun,2019,40,10.1,Mumbai
Hyundai,i10 Magna 1.1L,Third Party,Petrol,5,"57,328",MH02,First Owner,1086,Manual,2012,19.81,68.05,99.04,,Jun,2012,75,2.97,Mumbai
Toyota,Yaris VX CVT BSIV,Third Party,Petrol,5,"52,880",MH12,First Owner,1496,Automatic,2018,17.8,105.5,140,15,Jun,2018,50,8.75,Mumbai
Hyundai,Creta 1.6 VTVT AT SX Plus,Comprehensive,Petrol,5,"40,285",MH02,First Owner,1591,Automatic,2016,13,121.3,151,17,Jun,2016,70,9.92,Mumbai
Maruti,Wagon R VXI BS IV,Third Party,Petrol,5,"52,608",MH20,First Owner,998,Manual,2015,20.51,67.04,90,,Jun,2015,75,3.8,Mumbai
Maruti,Celerio ZXI AMT,Third Party insurance,Petrol,5,"10,000",,First Owner,998,Automatic,2021,26,65.71,89,,,,20,5.4,Mumbai
Maruti,Wagon R CNG LXI Opt,Third Party insurance,CNG,5,"47,000",MH12,First Owner,998,Manual,2019,32.52,58.33,78,,Nov,2019,40,5.72,Mumbai
Hyundai,Grand i10 Sportz,Third Party,Petrol,5,"67,048",MH10,First Owner,1197,Manual,2014,18.9,82,114,,Jun,2014,75,4.16,Mumbai
Renault,KWID 1.0 RXT Opt,Third Party,Petrol,5,"5,419",MH14,Second Owner,999,Manual,2021,21.74,67,91,,Jun,2021,20,4.84,Mumbai
Hyundai,EON Magna Plus,Third Party,Petrol,5,"57,019",MH12,First Owner,814,Manual,2017,21.1,55.2,74.5,,Jun,2017,60,3.59,Mumbai
Maruti,Wagon R VXI BS IV,Third Party,Petrol,5,"57,350",MH46,First Owner,998,Manual,2016,20.51,67.04,90,,Jun,2016,70,3.56,Mumbai
Volkswagen,Vento 1.0 TSI Highline,Comprehensive,Petrol,5,"14,780",MH12,Second Owner,999,Manual,2020,17.69,108.62,175,15,Jun,2020,30,9.61,Mumbai
Toyota,Glanza V CVT,Third Party,Petrol,5,"40,276",MH14,First Owner,1197,Automatic,2021,19.56,81.80,113,R16,Jun,2021,20,8.88,Mumbai
Maruti,Wagon R LXI CNG,Comprehensive,CNG,5,"32,914",MH12,First Owner,998,Manual,2017,26.6,58.16,77,,Jun,2017,60,4.72,Mumbai
Maruti,Ignis Zeta,Third Party,Petrol,5,"1,227",MH14,First Owner,1197,Manual,2022,20.89,81.80,113,15,Jun,2022,15,7.17,Mumbai
Maruti,Wagon R LXI CNG,Third Party,CNG,5,"71,274",MH43,First Owner,998,Manual,2013,26.2,58.2,77,13,Jun,2013,75,3.21,Mumbai
Hyundai,i20 Magna 1.2,Third Party,Petrol,5,"46,682",MH12,First Owner,1197,Manual,2015,18.6,81.83,114.7,,Jun,2015,75,5.09,Mumbai
Maruti,Swift VXI 2018,Comprehensive,Petrol,5,"58,580",MH14,First Owner,1197,Manual,2018,22,81.80,113,,Jun,2018,50,6.05,Mumbai
Honda,Brio V AT,Third Party,Petrol,5,"63,972",MH03,First Owner,1198,Automatic,2012,18.4,86.8,109,14,Jun,2012,75,3.34,Mumbai
Hyundai,Venue SX Opt Turbo BSIV,Comprehensive,Petrol,5,"34,065",MH43,First Owner,998,Manual,2019,18.27,118.35,171.6,16,Jun,2019,40,10.98,Mumbai
Maruti,Wagon R LXI CNG,Third Party,CNG,5,"67,477",MH12,Second Owner,998,Manual,2014,26.6,58.16,77,,Jun,2014,75,3.73,Mumbai
Maruti,Vitara Brezza ZXI,Comprehensive,Petrol,5,"31,921",MH10,First Owner,1462,Manual,2020,17.03,103.26,138,R16,Jun,2020,30,9.05,Mumbai
Maruti,Ciaz ZXi,Comprehensive,Petrol,5,"37,712",MH14,First Owner,1373,Manual,2016,20.73,91.1,130,15,Jun,2016,70,6.67,Mumbai
Hyundai,Verna SX Opt Turbo,Third Party,Petrol,5,"36,585",MH03,First Owner,998,Automatic,2021,19.2,118.41,172,16,Jun,2021,20,15.71,Mumbai
Honda,WR-V i-DTEC VX,Comprehensive,Diesel,5,"49,647",MH12,First Owner,1498,Manual,2018,25.5,98.6,200,16,Jun,2018,50,9.31,Mumbai
Hyundai,Grand i10 1.2 Kappa Magna BSIV,Third Party,Petrol,5,"15,504",MH12,First Owner,1197,Manual,2018,18.9,81.86,113.75,,Jun,2018,50,4.97,Mumbai
Honda,City i VTEC V,Third Party,Petrol,5,"56,461",MH12,First Owner,1497,Manual,2014,17.4,117.3,145,15,Jun,2014,75,5.96,Mumbai
Maruti,Alto 800 VXI,Comprehensive,Petrol,5,"95,812",MH12,First Owner,796,Manual,2016,22.74,47.3,69,,Jun,2016,70,2.71,Mumbai
Maruti,Alto 800 VXI,Third Party,Petrol,5,"41,362",MH16,First Owner,796,Manual,2019,22.05,47.33,69,,Jun,2019,40,3.63,Mumbai
Hyundai,Verna VTVT 1.6 AT EX,Third Party,Petrol,5,"40,478",MH12,First Owner,1591,Automatic,2018,17,121.3,151,15,Jun,2018,50,9.05,Mumbai
Maruti,Baleno 1.2 Delta,Third Party,Petrol,5,"39,951",MH12,Second Owner,1197,Manual,2016,21.4,83.1,115,,Jun,2016,70,5.76,Mumbai
Hyundai,Verna 1.6 CRDI SX Option,Third Party,Diesel,5,"33,952",MH14,Second Owner,1582,Manual,2017,23.9,126.2,259.9,16,Jun,2017,60,10.18,Mumbai
Maruti,Swift VXI,Third Party,Petrol,5,"53,172",MH14,First Owner,1197,Manual,2015,21.21,81.80,113,,Jun,2015,75,5.03,Mumbai
Maruti,Wagon R VXI Optional,Comprehensive,Petrol,5,"80,867",MH16,First Owner,998,Manual,2018,20.51,67.04,90,,Jun,2018,50,5.0,Mumbai
Toyota,Etios G,Third Party,Petrol,5,"39,310",MH02,First Owner,1496,Manual,2011,17.6,88.73,132,15,Jun,2011,75,3.1,Mumbai
Maruti,Wagon R LXI CNG Optional,Comprehensive,CNG,5,"71,530",MH12,First Owner,998,Manual,2018,26.6,58.16,77,,Jun,2018,50,4.64,Mumbai
Hyundai,Grand i10 1.2 Kappa Magna AT,Third Party,Petrol,5,"42,961",MH03,First Owner,1197,Automatic,2017,18.9,81.86,113.75,,Jun,2017,60,5.35,Mumbai
Maruti,Celerio VXI CNG BSIV,Third Party,CNG,5,"93,229",MH12,First Owner,998,Manual,2019,31.79,58.33,78,,Jun,2019,40,5.31,Mumbai
Maruti,Swift Dzire VXI,Comprehensive,Petrol,5,"57,410",MH02,First Owner,1197,Manual,2013,19.1,85.8,114,14,Jun,2013,75,4.61,Mumbai
Hyundai,Venue SX Opt Turbo BSIV,Third Party,Petrol,5,"39,323",MH14,First Owner,998,Manual,2019,18.27,118.35,171.6,16,Jun,2019,40,10.29,Mumbai
Maruti,Alto 800 VXI,Third Party,Petrol,5,"65,642",MH14,First Owner,796,Manual,2014,22.74,47.3,69,,Jun,2014,75,2.78,Mumbai
Nissan,Micra XE,Third Party,Petrol,5,"56,431",MH12,Second Owner,1198,Manual,2013,23.08,63.1,160,,Jun,2013,75,2.76,Mumbai
Maruti,Wagon R VXI Optional,Third Party,Petrol,5,"83,954",MH12,First Owner,998,Manual,2018,20.51,67.04,90,,Jun,2018,50,4.29,Mumbai
Hyundai,i20 Petrol Asta Option,Third Party,Petrol,5,"9,833",MH03,Second Owner,1197,Manual,2019,18.6,81.86,114.73,16,Jun,2019,40,8.24,Mumbai
Toyota,Etios Liva V Limited Edition,Third Party,Petrol,5,"36,327",MH43,First Owner,1197,Manual,2016,17.71,78.9,104,15,Jun,2016,70,4.8,Mumbai
Maruti,Wagon R VXI BS IV,Third Party,Petrol,5,"73,059",MH05,Second Owner,998,Manual,2012,18.9,67.1,90,14,Jun,2012,75,2.99,Mumbai
Toyota,Glanza G CVT,Third Party,Petrol,5,"26,347",MH12,First Owner,1197,Automatic,2019,19.56,81.80,113,R16,Jun,2019,40,7.92,Mumbai
Honda,Brio EX MT,Third Party,Petrol,5,"30,076",MH12,Second Owner,1198,Manual,2014,19.4,86.8,109,,Jun,2014,75,3.5,Mumbai
Maruti,Baleno Zeta,Third Party,Petrol,5,"23,467",MH12,First Owner,1197,Manual,2019,21.01,81.80,113,R16,Jun,2019,40,6.82,Mumbai
Maruti,Wagon R LXI BS IV,Third Party,Petrol,5,"40,187",MH14,Second Owner,998,Manual,2014,20.51,67.04,90,,Jun,2014,75,3.39,Mumbai
Mahindra,XUV300 W8 AMT Optional Diesel BSIV,Third Party,Diesel,5,"53,626",MH14,First Owner,1497,Automatic,2019,20,115,300,17,Jun,2019,40,12.07,Mumbai
Tata,Altroz XZ,Third Party,Petrol,5,"33,332",MH17,First Owner,1199,Manual,2020,19.33,86.83,113,16,Jun,2020,30,7.76,Mumbai
Maruti,Ciaz Alpha AT,Third Party,Petrol,5,"39,869",MH12,First Owner,1462,Automatic,2020,20.04,103.25,138,16,Jun,2020,30,9.82,Mumbai
Honda,City Anniversary i-VTEC CVT ZX,Third Party,Petrol,5,"35,862",MH03,First Owner,1497,Automatic,2018,18,117.3,145,15,Jun,2018,50,10.78,Mumbai
Maruti,Baleno Delta,Zero Dep,Petrol,5,"67,944",MH16,First Owner,1197,Manual,2019,21.01,81.80,113,,Jun,2019,40,6.34,Mumbai
Maruti,Swift ZXI,Third Party,Petrol,5,"76,327",MH12,First Owner,1197,Manual,2012,18.6,85.8,114,15,Jun,2012,75,4.34,Mumbai
Maruti,Celerio ZXI Optional,Third Party,Petrol,5,"52,203",MH14,First Owner,998,Manual,2017,23.1,67.04,90,14,Jun,2017,60,4.66,Mumbai
Maruti,Wagon R LXI CNG,Third Party,CNG,5,"77,819",MH04,First Owner,998,Manual,2014,26.6,58.16,77,,Jun,2014,75,3.34,Mumbai
Honda,City i VTEC S,Third Party,Petrol,5,"73,751",MH12,Second Owner,1497,Manual,2014,17.4,117.3,145,,Jun,2014,75,4.97,Mumbai
Maruti,Wagon R LXI CNG,Comprehensive,CNG,5,"74,040",MH12,First Owner,998,Manual,2017,26.6,58.16,77,,Jun,2017,60,4.31,Mumbai
Maruti,Wagon R LXI CNG,Third Party,CNG,5,"84,287",MH12,Second Owner,998,Manual,2017,26.6,58.16,77,,Jun,2017,60,4.37,Mumbai
Hyundai,i20 Active 1.2 S,Third Party,Petrol,5,"45,184",MH14,Second Owner,1197,Manual,2015,17.19,81.86,114.73,16,Jun,2015,75,5.57,Mumbai
Maruti,Wagon R AMT VXI,Third Party,Petrol,5,"53,993",MH12,First Owner,998,Automatic,2016,20.51,67,90,,Jun,2016,70,4.21,Mumbai
Maruti,Wagon R LXI CNG,Comprehensive,CNG,5,"87,683",MH14,First Owner,998,Manual,2016,26.6,58.16,77,,Jun,2016,70,3.98,Mumbai
Honda,WR-V i-VTEC VX,Third Party,Petrol,5,"55,606",MH03,First Owner,1199,Manual,2017,17.5,88.7,110,16,Jun,2017,60,6.95,Mumbai
Maruti,Alto 800 LXI CNG,Third Party,CNG,5,"79,246",MH14,First Owner,796,Manual,2020,33,47.3,69,,Jun,2020,30,4.32,Mumbai
Maruti,Ignis Alpha,Comprehensive,Petrol,5,"42,751",MH14,First Owner,1197,Manual,2021,20.89,81.80,113,15,Jun,2021,20,7.55,Mumbai
Hyundai,EON Era Plus,Third Party,Petrol,5,"19,545",MH01,Second Owner,814,Manual,2013,21.1,55.2,74.5,,Jun,2013,75,2.62,Mumbai
Honda,WR-V i-VTEC VX,Comprehensive,Petrol,5,"28,569",MH12,Second Owner,1199,Manual,2019,17.5,88.7,110,16,Jun,2019,40,8.43,Mumbai
Mitsubishi,Pajero Sport 4X4 Dual Tone,Third Party insurance,Diesel,7,"40,000",N/A,Second Owner,2477,Manual,2018,13.5,175.56,400,17,,,50,14.5,Mumbai
Hyundai,Creta 1.6 VTVT SX Plus Dual Tone,Comprehensive,Petrol,5,"25,000",MH02,First Owner,1591,Manual,2015,15.29,121.3,151,17,Sept,2015,75,8.2,Mumbai
Jaguar,XF 2.2 Litre Luxury,Zero Dep,Diesel,5,"50,000",MH07,First Owner,2179,Automatic,2015,16.36,187.7,450,20,Mar,2015,75,23.75,Mumbai
Mercedes-Benz,S-Class S 500,Comprehensive,Petrol,5,"72,000",DD03,First Owner,5461,Automatic,2011,7.81,362.9,505,17,May,2011,75,17.5,Mumbai
Hyundai,Grand i10 1.2 CRDi Sportz,Third Party insurance,Diesel,5,"77,000",,First Owner,1186,Manual,2017,24,73.97,190.24,,,,60,5.0,Mumbai
Toyota,Glanza G,Third Party,Petrol,5,"42,897",MH14,First Owner,1197,Manual,2021,21.01,81.80,113,R16,Jun,2021,20,7.38,Mumbai
Maruti,Wagon R LXI BS IV,Third Party,Petrol,5,"80,326",MH12,Second Owner,998,Manual,2011,18.9,67.1,90,13,Jun,2011,75,2.45,Mumbai
Hyundai,Grand i10 Asta,Comprehensive,Petrol,5,"71,829",MH12,First Owner,1197,Manual,2015,18.9,82,114,14,Jun,2015,75,4.49,Mumbai
Toyota,Etios Liva 1.2 VX Dual Tone,Third Party,Petrol,5,"22,279",MH01,Second Owner,1197,Manual,2017,18.16,78.9,104,15,Jun,2017,60,4.84,Mumbai
Maruti,Baleno Zeta,Third Party,Petrol,5,"33,038",MH12,Second Owner,1197,Manual,2019,21.01,81.80,113,R16,Jun,2019,40,6.4,Mumbai
Honda,Brio S MT,Third Party,Petrol,5,"56,917",MH12,Third Owner,1198,Manual,2014,19.4,86.8,109,,Jun,2014,75,3.17,Mumbai
Tata,New Safari XZA Plus AT,Third Party,Diesel,7,"50,219",MH12,First Owner,1956,Automatic,2021,14.08,167.67,350,18,Jun,2021,20,19.74,Mumbai
Datsun,RediGO T Option,Third Party,Petrol,5,539,MH12,First Owner,799,Manual,2021,20.71,53.64,72,,Jun,2021,20,4.42,Mumbai
Maruti,Wagon R LXI CNG,Third Party,CNG,5,"71,072",MH12,First Owner,998,Manual,2014,26.6,58.16,77,,Jun,2014,75,3.79,Mumbai
Renault,KWID RXT Optional,Third Party,Petrol,5,"51,104",MH12,First Owner,799,Manual,2018,25.17,53.3,72,,Jun,2018,50,3.6,Mumbai
Volkswagen,Polo 1.2 MPI Highline,Comprehensive,Petrol,5,"41,475",MH20,First Owner,1198,Manual,2015,16.47,74,110,15,Jun,2015,75,5.53,Mumbai
Ford,Ecosport 1.5 Diesel Ambiente BSIV,Comprehensive,Diesel,5,"78,817",MH14,First Owner,1498,Manual,2019,23,98.96,205,,Jul,2019,40,8.18,Mumbai
Maruti,Ciaz 1.4 AT Zeta,Third Party,Petrol,5,"64,675",MH12,First Owner,1373,Automatic,2017,19.12,91.1,130,15,Jun,2017,60,8.31,Mumbai
Ford,Ecosport 1.5 Petrol Titanium Plus AT BSIV,Comprehensive,Petrol,5,"74,126",MH12,First Owner,1497,Automatic,2018,14.8,121.36,150,16,Jun,2018,50,8.23,Mumbai
Toyota,Yaris V CVT,Third Party,Petrol,5,"34,788",MH12,First Owner,1496,Automatic,2019,17.8,105.5,140,15,Jun,2019,40,10.4,Mumbai
Mahindra,XUV300 W8 Option Diesel,Comprehensive,Diesel,5,"39,364",MH04,First Owner,1497,Manual,2021,20.1,115.05,300,16,Jun,2021,20,14.76,Mumbai
Volkswagen,Polo 1.0 MPI Highline Plus,Third Party,Petrol,5,"58,027",MH12,First Owner,999,Manual,2019,18.78,75,95,16,Jun,2019,40,7.3,Mumbai
Maruti,Swift ZDi,Third Party,Diesel,5,"82,279",MH43,Second Owner,1248,Manual,2014,22.9,74,190,15,Jun,2014,75,5.16,Mumbai
Maruti,Ignis 1.2 Alpha BSIV,Comprehensive,Petrol,5,"10,556",MH12,First Owner,1197,Manual,2020,20.89,81.80,113,15,Jun,2020,30,6.91,Mumbai
Renault,Duster Petrol RxL,Third Party,Petrol,5,"96,341",MH01,First Owner,1598,Manual,2014,13.24,102.57,145,16,Jun,2014,75,5.08,Mumbai
Hyundai,Verna CRDi 1.6 SX,Third Party,Diesel,5,"57,313",MH09,First Owner,1582,Manual,2019,22,126.2,259.87,16,Jun,2019,40,10.16,Mumbai
Hyundai,Grand i10 Asta Option,Third Party,Petrol,5,"63,367",MH01,Second Owner,1197,Manual,2014,18.9,82,114,14,Jun,2014,75,4.49,Mumbai
Maruti,Baleno RS,Comprehensive,Petrol,5,"51,493",MH12,First Owner,998,Manual,2017,21.1,100,150,,Jun,2017,60,6.38,Mumbai
Ford,Ecosport 1.5 Petrol Titanium Plus AT BSIV,Zero Dep,Petrol,5,"8,452",MH14,First Owner,1497,Automatic,2019,14.8,121.36,150,16,Jun,2019,40,11.11,Mumbai
Maruti,Ritz VXi,Third Party,Petrol,5,"40,823",MH02,First Owner,1197,Manual,2013,18.5,85.80,114,,Jun,2013,75,3.49,Mumbai
Honda,Amaze S i-Dtech,Third Party insurance,Diesel,5,"60,000",MH12,First Owner,1498,Manual,2013,25.8,98.6,200,,Feb,2013,75,4.15,Mumbai
Maruti,Omni MPI CARGO BSIV,Third Party,Petrol,5,"34,000",MH12,First Owner,796,Manual,2015,16.8,34.2,59,12,Jun,2015,75,2.65,Mumbai
Volkswagen,Polo GT TSI,Third Party,Petrol,5,"51,733",MH43,Second Owner,1197,Automatic,2014,17.2,103.6,175,15,Jun,2014,75,5.46,Mumbai
Renault,Duster 110PS Diesel RxL,Third Party,Diesel,5,"80,690",MH02,First Owner,1461,Manual,2015,19.01,108.45,248,16,Jun,2015,75,5.61,Mumbai
Maruti,Baleno RS,Third Party,Petrol,5,"35,858",MH12,First Owner,998,Manual,2017,21.1,100,150,,Jun,2017,60,6.18,Mumbai
Maruti,Ritz VXi,Third Party,Petrol,5,"58,935",MH02,First Owner,1197,Manual,2014,18.5,85.80,114,,Jun,2014,75,3.36,Mumbai
Audi,Q3 35 TDI Quattro Premium,Comprehensive,Diesel,5,"68,601",MH02,First Owner,1968,Automatic,2016,15.73,174.33,380,17,Apr,2017,70,19.9,Mumbai
Mercedes-Benz,C-Class C 220 CDI Avantgarde,Comprehensive,Diesel,5,"38,099",MH43,Second Owner,2143,Automatic,2017,19.27,170,400,17,Jan,2018,60,28.85,Mumbai
Mercedes-Benz,E-Class Expression E 220 d BSIV,Comprehensive,Diesel,5,"41,078",MH01,First Owner,1950,Automatic,2017,16.1,191.7,400,17,Sept,2017,60,42.0,Mumbai
Kia,Sonet HTX Turbo iMT,Third Party,Petrol,5,"18,539",MH12,First Owner,998,Manual,2021,18.2,118.36,172,16,Jun,2021,20,10.84,Mumbai
Nissan,Magnite XE,Comprehensive,Petrol,5,"4,576",MH12,First Owner,999,Manual,2021,18.75,71.02,96,,Jun,2021,20,6.75,Mumbai
Maruti,Swift VXI,Third Party,Petrol,5,"16,408",MH14,First Owner,1197,Manual,2018,21.21,81.80,113,,Jun,2018,50,6.46,Mumbai
Maruti,Celerio ZXI Plus AMT,Third Party,Petrol,5,"1,777",MH14,First Owner,998,Automatic,2021,26,65.71,89,15,Jun,2021,20,6.84,Mumbai
Renault,Triber RXZ BSIV,Comprehensive,Petrol,7,"4,553",MH12,First Owner,999,Manual,2019,20,72,96,,Jun,2019,40,6.94,Mumbai
Maruti,Swift VXI,Comprehensive,Petrol,5,"49,882",MH12,First Owner,1197,Manual,2011,18.6,85.8,114,14,Jun,2011,75,3.49,Mumbai
Hyundai,EON Magna Plus,Comprehensive,Petrol,5,"32,956",MH12,First Owner,814,Manual,2018,21.1,55.2,74.5,,Jun,2018,50,3.41,Mumbai
Hyundai,i10 Sportz,Third Party,Petrol,5,"19,051",MH12,First Owner,1197,Manual,2013,20.36,78.9,111.8,13,Jun,2013,75,3.45,Mumbai
Maruti,S-Presso VXI Plus 2019-2022,Comprehensive,Petrol,5,"23,453",MH12,First Owner,998,Manual,2019,21.7,65.71,89,,Jun,2019,40,4.17,Mumbai
Hyundai,i20 Sportz Plus BSIV,Third Party,Petrol,5,"26,007",MH12,First Owner,1197,Manual,2019,18.6,81.86,117,15,Jun,2019,40,6.96,Mumbai
Hyundai,EON D Lite Plus,Third Party,Petrol,5,"24,056",MH12,Third Owner,814,Manual,2014,21.1,55.2,74.5,,Jun,2014,75,2.71,Mumbai
Hyundai,Grand i10 Nios AMT Sportz,Comprehensive,Petrol,5,"10,846",MH12,Second Owner,1197,Automatic,2021,20.7,81.86,113.8,14,Jun,2021,20,7.79,Mumbai
Tata,Tiago 1.2 Revotron XE,Comprehensive,Petrol,5,"29,050",MH04,First Owner,1199,Manual,2018,23.84,84,114,,Jun,2018,50,4.54,Mumbai
Hyundai,Grand i10 Nios AMT Sportz,Third Party,Petrol,5,"8,055",MH14,First Owner,1197,Automatic,2020,20.7,81.86,113.8,14,Jun,2020,30,7.88,Mumbai
Mahindra,XUV500 W8 FWD,Third Party,Diesel,7,"67,598",MH46,First Owner,2179,Manual,2012,15.1,140,330,17,Jun,2012,75,5.71,Mumbai
Honda,Jazz VX CVT,Comprehensive,Petrol,5,"7,609",MH12,First Owner,1199,Automatic,2019,18.2,88.7,110,15,Jun,2019,40,8.36,Mumbai
Maruti,Celerio VXI CNG,Third Party,CNG,5,832,MH14,First Owner,998,Manual,2022,35.6 ,55.92,82.1,,Jun,2022,15,6.59,Mumbai
Hyundai,i20 Asta 1.2,Comprehensive,Petrol,5,"44,830",MH12,First Owner,1197,Manual,2012,18.5,82.85,113.7,14,Jun,2012,75,4.26,Mumbai
Honda,City i VTEC V,Third Party,Petrol,5,"59,717",MH01,Second Owner,1497,Manual,2015,17.4,117.3,145,15,Jun,2015,75,5.09,Mumbai
